"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"536","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/536?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/logfileServer.ts:14 @ dd6f7f8a",""
"537","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/537?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/profileImageUrlUpload.ts:31 @ dd6f7f8a",""
"538","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/538?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/keyServer.ts:14 @ dd6f7f8a",""
"539","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/539?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/vulnCodeSnippet.ts:94 @ dd6f7f8a",""
"540","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/540?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/vulnCodeSnippet.ts:93 @ dd6f7f8a",""
"541","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/541?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/fileUpload.ts:30 @ dd6f7f8a",""
"542","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/542?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/fileUpload.ts:35 @ dd6f7f8a",""
"543","active","Polynomial regular expression used on uncontrolled data (js/polynomial-redos)","code","CodeQL","js/polynomial-redos","js/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/543?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/profileImageUrlUpload.ts:19 @ dd6f7f8a",""
"544","active","Prototype-polluting assignment (js/prototype-polluting-assignment)","code","CodeQL","js/prototype-polluting-assignment","js/prototype-polluting-assignment","Modifying an object obtained via a user-controlled property name may lead to accidental mutation of the built-in Object prototype, and possibly escalate to remote code execution or cross-site scripting.","security,external/cwe/cwe-078,external/cwe/cwe-079,external/cwe/cwe-094,external/cwe/cwe-400,external/cwe/cwe-471,external/cwe/cwe-915","medium","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"90","70","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/544?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"lib/accuracy.ts:66 @ dd6f7f8a",""
"545","active","Missing regular expression anchor (js/regex/missing-regexp-anchor)","code","CodeQL","js/regex/missing-regexp-anchor","js/regex/missing-regexp-anchor","Regular expressions without anchors can be vulnerable to bypassing.","correctness,security,external/cwe/cwe-020","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/545?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"test/cypress/e2e/redirect.spec.ts:19 @ dd6f7f8a",""
"546","active","Remote property injection (js/remote-property-injection)","code","CodeQL","js/remote-property-injection","js/remote-property-injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","security,external/cwe/cwe-250,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/546?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"lib/accuracy.ts:63 @ dd6f7f8a",""
"547","active","Remote property injection (js/remote-property-injection)","code","CodeQL","js/remote-property-injection","js/remote-property-injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","security,external/cwe/cwe-250,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/547?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"frontend/src/app/oauth/oauth.component.ts:60 @ dd6f7f8a",""
"548","active","Remote property injection (js/remote-property-injection)","code","CodeQL","js/remote-property-injection","js/remote-property-injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","security,external/cwe/cwe-250,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/548?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/vulnCodeFixes.ts:39 @ dd6f7f8a",""
"549","active","Remote property injection (js/remote-property-injection)","code","CodeQL","js/remote-property-injection","js/remote-property-injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","security,external/cwe/cwe-250,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/549?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"lib/insecurity.ts:83 @ dd6f7f8a",""
"550","active","Remote property injection (js/remote-property-injection)","code","CodeQL","js/remote-property-injection","js/remote-property-injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","security,external/cwe/cwe-250,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/550?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"lib/insecurity.ts:82 @ dd6f7f8a",""
"551","active","Server-side request forgery (js/request-forgery)","code","CodeQL","js/request-forgery","js/request-forgery","Making a network request with user-controlled data in the URL allows for request forgery attacks.","security,external/cwe/cwe-918","critical","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"7","153","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/551?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/profileImageUrlUpload.ts:22 @ dd6f7f8a",""
"552","active","Sensitive data read from GET request (js/sensitive-get-query)","code","CodeQL","js/sensitive-get-query","js/sensitive-get-query","Placing sensitive data in a GET request increases the risk of the data being exposed to an attacker.","security,external/cwe/cwe-598","medium","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"90","70","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/552?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/changePassword.ts:17 @ dd6f7f8a",""
"553","active","Sensitive data read from GET request (js/sensitive-get-query)","code","CodeQL","js/sensitive-get-query","js/sensitive-get-query","Placing sensitive data in a GET request increases the risk of the data being exposed to an attacker.","security,external/cwe/cwe-598","medium","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"90","70","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/553?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/changePassword.ts:19 @ dd6f7f8a",""
"554","active","Sensitive data read from GET request (js/sensitive-get-query)","code","CodeQL","js/sensitive-get-query","js/sensitive-get-query","Placing sensitive data in a GET request increases the risk of the data being exposed to an attacker.","security,external/cwe/cwe-598","medium","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"90","70","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/554?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/changePassword.ts:16 @ dd6f7f8a",""
"555","active","Server crash (js/server-crash)","code","CodeQL","js/server-crash","js/server-crash","A server that can be forced to crash may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-248,external/cwe/cwe-730","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/555?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/videoHandler.ts:53 @ dd6f7f8a",""
"556","active","Server crash (js/server-crash)","code","CodeQL","js/server-crash","js/server-crash","A server that can be forced to crash may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-248,external/cwe/cwe-730","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/556?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/userProfile.ts:23 @ dd6f7f8a",""
"557","active","Server-side URL redirect (js/server-side-unvalidated-url-redirection)","code","CodeQL","js/server-side-unvalidated-url-redirection","js/server-side-unvalidated-url-redirection","Server-side URL redirection based on unvalidated user input may cause redirection to malicious web sites.","security,external/cwe/cwe-601","medium","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"90","70","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/557?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/redirect.ts:19 @ dd6f7f8a",""
"558","active","Database query built from user-controlled sources (js/sql-injection)","code","CodeQL","js/sql-injection","js/sql-injection","Building a database query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-090,external/cwe/cwe-943","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","130","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/558?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/login.ts:36 @ dd6f7f8a",""
